Reaction,First Reactant,First Product,Reactant Formula,Reactant MW,Product Formula,Product MW,MW Difference,Formula Difference
"all-trans-lycopene + 2 dioxygen  ->  8',10-diapocarotene-8',10-dial + pseudoionone + geranial",all-trans-lycopene,"8',10-diapocarotene-8',10-dial",C40H56,536.4382017976,C17H20O2,256.1463298862,-280.2919,-C23-H36O2
all-trans-lycopene + 2 dioxygen  ->  bixin aldehyde + 2 sulcatone,all-trans-lycopene,bixin aldehyde,C40H56,536.4382017976,C24H28O2,348.208930143,-188.2293,-C16-H28O2
"all-trans-lycopene + 2 dioxygen  ->  pseudoionone + 10',6-diapocarotene-10',6-dial + sulcatone",all-trans-lycopene,pseudoionone,C40H56,536.4382017976,C13H20O,192.1514152641,-344.2868,-C27-H36O
"all-trans-nonaprenyl diphosphate + homogentisate + H+  ->  2-methyl-6-all-trans-nonaprenyl-1,4-benzoquinol + CO2 + diphosphate",all-trans-nonaprenyl diphosphate,"2-methyl-6-all-trans-nonaprenyl-1,4-benzoquinol",C45H73O7P2,790.5066278143,C52H80O2,736.6158318122,-53.8908,C7H7-O5-P2
all-trans-retinal + H2O + dioxygen  ->  all-trans-retinoate + hydrogen peroxide + H+,all-trans-retinal,all-trans-retinoate,C20H28O,284.2140155209,C20H27O2,300.208930143,15.9949,-HO
allantoate + 2 H+ + H2O  ->  (S)-ureidoglycine + ammonium + CO2,allantoate,(S)-ureidoglycine,C4H7N4O4,176.054554766,C3H7N3O3,133.0487411066,-43.0058,-C-N-O
allantoate + H2O  ->  (S)-ureidoglycolate + urea,allantoate,(S)-ureidoglycolate,C4H7N4O4,176.054554766,C3H5N2O4,134.0327566914,-42.0218,-C-H2-N2
alliin  ->  allylsulfenate + 2-aminoprop-2-enoate,alliin,allylsulfenate,C6H11NO3S,177.0459639146,C3H6OS,90.0139355047,-87.032,-C3-H5-N-O2
allocryptopine + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  6-hydroxy-allocryptopine + oxidized [NADPH-hemoprotein reductase] + H2O,allocryptopine,6-hydroxy-allocryptopine,C21H23NO5,369.157622854,C21H23NO6,385.1525374761,15.9949,O
allyl alcohol + NADP+  <-  acrolein + NADPH + H+,acrolein,allyl alcohol,C3H4O,56.0262147505,C3H6O,58.0418648147,2.0157,H2
amaranthin + 1-O-(4-coumaroyl)-beta-D-glucose  ->  celosianin I + D-glucopyranose,amaranthin,celosianin I,C30H32N2O19,728.1912269859,C39H38N2O21,874.2280064227,146.0368,C9H6O2
amaranthin + 1-O-feruloyl-beta-D-glucose  ->  celosianin II + D-glucopyranose,amaranthin,celosianin II,C30H32N2O19,728.1912269859,C40H40N2O22,904.238571109,176.0473,C10H8O3
ammonia + 2-oxoglutarate + 2 reduced ferredoxin [iron-sulfur] cluster + 3 H+  ->  L-glutamate + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O,ammonia,L-glutamate,H3N,17.0265491015,C5H8NO4,147.0531577825,130.0266,C5H5O4
ammonium + hydrogen carbonate + ATP  <-->  carbamoyl phosphate + ADP + H2O + H+,ammonium,carbamoyl phosphate,H4N,18.0343741336,CH2NO5P,140.9827087541,122.9483,C-H2O5P
ammonium + L-glutamate + ATP  ->  L-glutamine + ADP + phosphate + H+,ammonium,L-glutamine,H4N,18.0343741336,C5H10N2O3,146.0691421977,128.0348,C5H6NO3
AMP + H+ + H2O  ->  IMP + ammonium,AMP,IMP,C10H12N5O7P,347.0630843401,C10H11N4O8P,348.04709992489995,0.984,-H-NO
AMP + H2O  ->  adenosine + phosphate,AMP,adenosine,C10H12N5O7P,347.0630843401,C10H13N5O4,267.0967539317,-79.9663,H-O3-P
antheraxanthin  ->  capsanthin,antheraxanthin,capsanthin,C40H56O3,584.4229456639,C40H56O3,584.4229456639,0.0,No difference
antheraxanthin + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ + dioxygen  ->  violaxanthin + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O,antheraxanthin,violaxanthin,C40H56O3,584.4229456639,C40H56O4,600.417860286,15.9949,O
anthranilate + benzoyl-CoA  ->  N-benzoylanthranilate + coenzyme A,anthranilate,N-benzoylanthranilate,C7H6NO2,137.0476784741,C14H10NO3,241.0738932246,104.0262,C7H4O
anthranilate + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + N-methylanthranilate + H+,anthranilate,S-adenosyl-L-homocysteine,C7H6NO2,137.0476784741,C14H20N6O5S,384.1215884737,247.0739,C7H14N5O3S
anthranilate + UDP-alpha-D-glucose  ->  anthraniloyl-O-glucopyranose + UDP,anthranilate,anthraniloyl-O-glucopyranose,C7H6NO2,137.0476784741,C13H17NO7,299.1005019056,162.0528,C6H11O5
apiforol + NADP+  <-  (2S)-naringenin + NADPH + H+,(2S)-naringenin,apiforol,C15H12O5,272.0684734957,C15H14O5,274.0841235599,2.0157,H2
apigenin + NADPH + H+ + dioxygen  ->  luteolin + NADP+ + H2O,apigenin,luteolin,C15H9O5,270.0528234315,C15H9O6,286.04773805359997,15.9949,O
apigenin + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + acacetin + H+,apigenin,S-adenosyl-L-homocysteine,C15H9O5,270.0528234315,C14H20N6O5S,384.1215884737,114.0688,-CH11N6S
"apigenin-7,4'-dimethyl ether + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  ladanein + oxidized [NADPH-hemoprotein reductase] + H2O","apigenin-7,4'-dimethyl ether",ladanein,C17H14O5,298.0841235599,C17H14O6,314.079038182,15.9949,O
"arabidiol  <-  (3S)-2,3-epoxy-2,3-dihydrosqualene + H2O","(3S)-2,3-epoxy-2,3-dihydrosqualene",arabidiol,C30H50O,426.3861662271,C30H52O2,444.3967309134,18.0106,H2O
arabidopsis anthocyanin A3 + malonyl-CoA  ->  arabidopsis anthocyanin A5 + coenzyme A,arabidopsis anthocyanin A3,arabidopsis anthocyanin A5,C41H44O22,889.2402481306999,C44H45O25,975.2406420612,86.0004,C3HO3
arabidopsis anthocyanin A5 + 1-O-sinapoyl-beta-D-glucose  ->  arabidopsis anthocyanin A9 + D-glucopyranose,arabidopsis anthocyanin A5,arabidopsis anthocyanin A9,C44H45O25,975.2406420612,C55H55O29,1181.2985508706,206.0579,C11H10O4
arachidoyl-CoA + 2 ferrocytochrome b5 + dioxygen + 2 H+  ->  (5Z)-icosenoyl-CoA + 2 ferricytochrome b5 + 2 H2O,arachidoyl-CoA,(5Z)-icosenoyl-CoA,C41H70N7O17P3S,1061.4074742075002,C41H68N7O17P3S,1059.3918241433,-2.0157,-H2
arachidoyl-CoA + malonyl-CoA + H+  ->  3-oxobehenoyl-CoA + CO2 + coenzyme A,arachidoyl-CoA,3-oxobehenoyl-CoA,C41H70N7O17P3S,1061.4074742075002,C43H72N7O18P3S,1103.4180388938005,42.0106,C2H2O
arachidoyl-CoA + NADP+  <-  (2E)-icos-2-enoyl-CoA + NADPH + H+,(2E)-icos-2-enoyl-CoA,arachidoyl-CoA,C41H68N7O17P3S,1059.3918241433,C41H70N7O17P3S,1061.4074742075002,2.0157,H2
arsenate + reduced glutaredoxin + glutathione + 2 H+  ->  arsenous acid + [glutaredoxin]-glutathione disulfide + H2O,arsenate,arsenous acid,HO4As,141.92472998469998,H3O3As,125.9298153626,-15.9949,H2-O
artemisinic alcohol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  artemisinic aldehyde + oxidized [NADPH-hemoprotein reductase] + 2 H2O,artemisinic alcohol,artemisinic aldehyde,C15H24O,220.1827153925,C15H22O,218.1670653283,-2.0157,-H2
ATP + 2 H2O  ->  AMP + 2 phosphate + 2 H+,ATP,AMP,C10H12N5O13P3,506.99574515689994,C10H12N5O7P,347.0630843401,-159.9327,-O6-P2
ATP + 2-(formamido)-N1-(5-phospho-beta-D-ribosyl)acetamidine  ->  ADP + 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole + phosphate + H+,ATP,ADP,C10H12N5O13P3,506.99574515689994,C10H12N5O10P2,427.0294147485,-79.9663,-O3-P
ATP + 2-succinylbenzoate + coenzyme A  ->  4-(2'-carboxyphenyl)-4-oxobutyryl-CoA + ADP + phosphate,ATP,4-(2'-carboxyphenyl)-4-oxobutyryl-CoA,C10H12N5O13P3,506.99574515689994,C32H39N7O20P3S,971.1574671108,464.1617,C22H27N2O7S
ATP + 4'-phosphopantetheine + H+  ->  3'-dephospho-CoA + diphosphate,ATP,3'-dephospho-CoA,C10H12N5O13P3,506.99574515689994,C21H33N7O13P2S,687.1488779571999,180.1531,C11H21N2-PS
ATP + acetyl-CoA + hydrogen carbonate  ->  malonyl-CoA + ADP + phosphate + H+,ATP,malonyl-CoA,C10H12N5O13P3,506.99574515689994,C24H33N7O19P3S,853.1156022961001,346.1199,C14H21N2O6S
ATP + beta-nicotinate D-ribonucleotide + H+  ->  nicotinate adenine dinucleotide + diphosphate,ATP,nicotinate adenine dinucleotide,C10H12N5O13P3,506.99574515689994,C21H24N6O15P2,666.1087872815,159.113,C11H12NO2-P
ATP + L-methionine + H2O  ->  S-adenosyl-L-methionine + phosphate + diphosphate,ATP,S-adenosyl-L-methionine,C10H12N5O13P3,506.99574515689994,C15H23N6O5S,400.1528886021,-106.8429,C5H11N-O8-P3S
ATP + molybdopterin + H+  ->  adenylyl-molybdopterin + diphosphate,ATP,adenylyl-molybdopterin,C10H12N5O13P3,506.99574515689994,C20H24N10O12P2S2,724.0648307518,217.0691,C10H12N5-O-PS2
ATP + nicotinate adenine dinucleotide + L-glutamine + H2O  ->  L-glutamate + AMP + NAD+ + diphosphate + H+,ATP,L-glutamate,C10H12N5O13P3,506.99574515689994,C5H8NO4,147.0531577825,-359.9426,-C5-H4-N4-O9-P3
ATP + protoporphyrin IX + Mg2+ + H2O  ->  Mg-protoporphyrin IX + ADP + phosphate + 3 H+,ATP,Mg-protoporphyrin IX,C10H12N5O13P3,506.99574515689994,C34H30N4O4Mg,584.2273974364,77.2317,C24H18Mg-N-O9-P3
ATP + pyruvate  <-  phosphoenolpyruvate + ADP + H+,phosphoenolpyruvate,ATP,C3H2O6P,167.9823744031,C10H12N5O13P3,506.99574515689994,339.0134,C7H10N5O7P2
avenasterol + 2 ferrocytochrome b5 + dioxygen + 2 H+  ->  5-dehydroavenasterol + 2 ferricytochrome b5 + 2 H2O,avenasterol,5-dehydroavenasterol,C29H48O,412.3705161629,C29H46O,410.3548660987,-2.0157,-H2
avenasterol + NADP+  <-  avenastenone + NADPH + H+,avenastenone,avenasterol,C29H46O,410.3548660987,C29H48O,412.3705161629,2.0157,H2
baccatin III + (3R)-3-amino-3-phenylpropanoyl-CoA  ->  N-debenzoyl-(3'-RS)-2'-deoxytaxol + coenzyme A,baccatin III,N-debenzoyl-(3'-RS)-2'-deoxytaxol,C31H38O11,586.2414120629,C40H48NO12,733.3098259791,147.0684,C9H10NO
baicalin + H2O  ->  baicalein + D-glucopyranuronate,baicalin,baicalein,C21H17O11,446.0849114209,C15H10O5,270.0528234315,-176.0321,-C6-H7-O6
benzaldehyde + dioxygen + H2O  ->  benzoate + hydrogen peroxide + H+,benzaldehyde,benzoate,C7H6O,106.0418648147,C7H5O2,122.0367794368,15.9949,-HO
benzoate + coenzyme A + ATP  ->  benzoyl-CoA + AMP + diphosphate,benzoate,benzoyl-CoA,C7H5O2,122.0367794368,C28H36N7O17P3S,871.1414231161,749.1046,C21H31N7O15P3S
benzoate + L-glutamate + ATP  ->  N-benzoyl-L-glutamate + AMP + diphosphate + H+,benzoate,N-benzoyl-L-glutamate,C7H5O2,122.0367794368,C12H11NO5,251.07937253300005,129.0426,C5H6NO3
benzoate + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  salicylate + oxidized [NADPH-hemoprotein reductase] + H2O,benzoate,salicylate,C7H5O2,122.0367794368,C7H5O3,138.0316940589,15.9949,O
benzoate + S-adenosyl-L-methionine  ->  methyl benzoate + S-adenosyl-L-homocysteine,benzoate,methyl benzoate,C7H5O2,122.0367794368,C8H8O2,136.052429501,14.0157,CH3
"benzoyl-CoA + 3 malonyl-CoA + 3 H+  ->  3,5-dihydroxybiphenyl + 4 coenzyme A + 4 CO2",benzoyl-CoA,"3,5-dihydroxybiphenyl",C28H36N7O17P3S,871.1414231161,C12H10O2,186.0680795652,-685.0733,-C16-H26-N7-O15-P3-S
benzoyl-CoA + acetyl-CoA  <-->  3-oxo-3-phenylpropanoyl-CoA + coenzyme A,benzoyl-CoA,3-oxo-3-phenylpropanoyl-CoA,C28H36N7O17P3S,871.1414231161,C30H38N7O18P3S,913.1519878024,42.0106,C2H2O
benzoyl-CoA + H2O  ->  benzoate + coenzyme A + H+,benzoyl-CoA,benzoate,C28H36N7O17P3S,871.1414231161,C7H5O2,122.0367794368,-749.1046,-C21-H31-N7-O15-P3-S
benzoyl-CoA + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  salicyl-CoA + oxidized [NADPH-hemoprotein reductase] + H2O,benzoyl-CoA,salicyl-CoA,C28H36N7O17P3S,871.1414231161,C28H36N7O18P3S,887.1363377382,15.9949,O
benzyl alcohol + acetyl-CoA  ->  benzyl acetate + coenzyme A,benzyl alcohol,benzyl acetate,C7H8O,108.0575148789,C9H10O2,150.0680795652,42.0106,C2H2O
benzyl alcohol + benzoyl-CoA  ->  benzyl benzoate + coenzyme A,benzyl alcohol,benzyl benzoate,C7H8O,108.0575148789,C14H12O2,212.0837296294,104.0262,C7H4O
benzyl benzoate + H2O  ->  benzoate + benzyl alcohol + H+,benzyl benzoate,benzoate,C14H12O2,212.0837296294,C7H5O2,122.0367794368,-90.047,-C7-H7
"berberine + NADPH  ->  7,8-dihydroberberine + NADP+",berberine,"7,8-dihydroberberine",C20H18NO4,337.1314081035,C20H19NO4,337.1314081035,0.0,H
bergaptol + S-adenosyl-L-methionine  ->  bergapten + S-adenosyl-L-homocysteine + H+,bergaptol,bergapten,C11H6O4,202.026608681,C12H8O4,216.0422587452,14.0157,CH2
betaine aldehyde + NAD+ + H2O  <-->  glycine betaine + NADH + 2 H+,betaine aldehyde,glycine betaine,C5H12NO,103.0997140446,C5H11NO2,119.0946286667,15.9949,-HO
betanidin + hydrogen peroxide  ->  betanidin quinone + 2 H2O,betanidin,betanidin quinone,C18H14N2O8,390.106315565,C18H12N2O8,388.0906655008,-2.0157,-H2
betulin + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  betulinic aldehyde + oxidized [NADPH-hemoprotein reductase] + 2 H2O,betulin,betulinic aldehyde,C30H50O2,442.3810808492,C30H48O2,440.365430785,-2.0157,-H2
betulinic aldehyde + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  betulinate + oxidized [NADPH-hemoprotein reductase] + H2O + H+,betulinic aldehyde,betulinate,C30H48O2,440.365430785,C30H47O3,456.3603454071,15.9949,-HO
biochanin A-7-O-glucoside + H2O  ->  biochanin-A + D-glucopyranose + H+,biochanin A-7-O-glucoside,biochanin-A,C22H22O10,446.1212969272,C16H11O5,284.0684734957,-162.0528,-C6-H11-O5
biochanin A-7-O-glucoside + malonyl-CoA  ->  biochanin A-7-O-glucoside-6''-malonate + coenzyme A,biochanin A-7-O-glucoside,biochanin A-7-O-glucoside-6''-malonate,C22H22O10,446.1212969272,C25H23O13,532.1216908577,86.0004,C3HO3
biochanin A-7-O-glucoside-6''-malonate + H2O  ->  biochanin A-7-O-glucoside + malonate + H+,biochanin A-7-O-glucoside-6''-malonate,biochanin A-7-O-glucoside,C25H23O13,532.1216908577,C22H22O10,446.1212969272,-86.0004,-C3-H-O3
biochanin-A + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  pratensein + oxidized [NADPH-hemoprotein reductase] + H2O,biochanin-A,pratensein,C16H11O5,284.0684734957,C16H11O6,300.0633881178,15.9949,O
bisdemalonylsalvianin + malonyl-CoA  ->  coenzyme A + monodemalonylsalvianin,bisdemalonylsalvianin,coenzyme A,C36H36O18,757.1979893855,C21H32N7O16P3S,767.1152083656,9.9172,-C15-H4N7-O2P3S
bixin + S-adenosyl-L-methionine  ->  bixin dimethyl ester + S-adenosyl-L-homocysteine,bixin,bixin dimethyl ester,C25H29O4,394.2144094514,C26H32O4,408.2300595156,14.0157,CH3
bixin aldehyde + 2 NAD+ + 2 H2O  ->  norbixin + 2 NADH + 4 H+,bixin aldehyde,norbixin,C24H28O2,348.208930143,C24H26O4,380.1987593872,31.9898,-H2O2
"brassinolide + 3'-phosphoadenylyl-sulfate  ->  adenosine 3',5'-bisphosphate + brassinolide 22-O-sulfate + H+",brassinolide,"adenosine 3',5'-bisphosphate",C28H48O6,480.3450892734,C10H11N5O10P2,427.0294147485,-53.3157,-C18-H37N5O4P2
brassinolide + a reduced two electron carrier + dioxygen  ->  26-hydroxybrassinolide + an oxidized electron carrier + H2O,brassinolide,26-hydroxybrassinolide,C28H48O6,480.3450892734,C28H48O7,496.3400038955,15.9949,O
brassinolide + UDP-alpha-D-glucose  ->  brassinolide-23-O-glucoside + UDP + H+,brassinolide,brassinolide-23-O-glucoside,C28H48O6,480.3450892734,C34H58O11,642.3979127049,162.0528,C6H10O5
bromide + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + methyl bromide,bromide,S-adenosyl-L-homocysteine,Br,79.9261626321,C14H20N6O5S,384.1215884737,304.1954,-BrC14H20N6O5S
but-3-en-2-one + NADPH + H+  ->  butan-2-one + NADP+,but-3-en-2-one,butan-2-one,C4H6O,70.0418648147,C4H8O,72.0575148789,2.0157,H2
butan-1-ol + acetyl-CoA  ->  butyl acetate + coenzyme A,butan-1-ol,butyl acetate,C4H10O,74.0731649431,C6H12O2,116.0837296294,42.0106,C2H2O
C20 sphinganine + NADP+  <-  C20 3-dehydrosphinganine + NADPH + H+,C20 3-dehydrosphinganine,C20 sphinganine,C20H42NO2,327.3137295655,C20H44NO2,329.3293796297,2.0157,H2
"caffealdehyde + dioxygen  ->  (2E,4Z,5E)-2-hydroxy-7-oxo-(2-oxoethylidene)hepta-2,5-dienoate + H+",caffealdehyde,"(2E,4Z,5E)-2-hydroxy-7-oxo-(2-oxoethylidene)hepta-2,5-dienoate",C9H8O3,164.0473441231,C9H7O5,196.0371733673,31.9898,-HO2
"caffealdehyde + dioxygen  ->  (2E,4Z,6E)-5-formyl-2-hydroxy-8-oxoocta-2,4,6-trienoate + H+",caffealdehyde,"(2E,4Z,6E)-5-formyl-2-hydroxy-8-oxoocta-2,4,6-trienoate",C9H8O3,164.0473441231,C9H7O5,196.0371733673,31.9898,-HO2
caffeoyl-4'-hydroxyphenyllactate + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (R)-rosmarinate + oxidized [NADPH-hemoprotein reductase] + H2O,caffeoyl-4'-hydroxyphenyllactate,(R)-rosmarinate,C18H15O7,344.0896028683,C18H15O8,360.0845174904,15.9949,O
calycosin + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  pseudobaptigenin + oxidized [NADPH-hemoprotein reductase] + 2 H2O,calycosin,pseudobaptigenin,C16H12O5,284.0684734957,C16H10O5,282.0528234315,-2.0157,-H2
calycosin + UDP-alpha-D-glucose  ->  calycosin 7-O-glucoside + UDP + H+,calycosin,calycosin 7-O-glucoside,C16H12O5,284.0684734957,C22H22O10,446.1212969272,162.0528,C6H10O5
campest-4-en-3-one + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (22S)-22-hydroxy-campest-4-en-3-one + oxidized [NADPH-hemoprotein reductase] + H2O,campest-4-en-3-one,(22S)-22-hydroxy-campest-4-en-3-one,C28H46O,398.3548660987,C28H46O2,414.3497807208,15.9949,O
campestanol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  6-deoxocathasterone + oxidized [NADPH-hemoprotein reductase] + H2O,campestanol,6-deoxocathasterone,C28H50O,402.3861662271,C28H50O2,418.3810808492,15.9949,O
campesterol + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (22S)-22-hydroxycampesterol + oxidized [NADPH-hemoprotein reductase] + H2O,campesterol,(22S)-22-hydroxycampesterol,C28H48O,400.3705161629,C28H48O2,416.365430785,15.9949,O
canavaninosuccinate  ->  L-canavanine + fumarate,canavaninosuccinate,L-canavanine,C9H15N4O7,292.10189888909997,C5H13N4O3,176.0909402723,-116.011,-C4-H2-O4
cannabigerolate + an oxidized electron carrier  ->  cannabichromenate + a reduced two electron carrier,cannabigerolate,cannabichromenate,C22H31O4,360.2300595156,C22H29O4,358.2144094514,-2.0157,-H2
cannabigerolate + dioxygen  ->  cannabidiolate + hydrogen peroxide,cannabigerolate,cannabidiolate,C22H31O4,360.2300595156,C22H29O4,358.2144094514,-2.0157,-H2
canthaxanthin + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  adonirubin + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O,canthaxanthin,adonirubin,C40H52O2,564.3967309134,C40H52O3,580.3916455355001,15.9949,O
carbamate + ATP  <-->  carbamoyl phosphate + ADP,carbamate,carbamoyl phosphate,CH2NO2,61.016378345700005,CH2NO5P,140.9827087541,79.9663,O3P
carbamate + H2O + H+  <-->  ammonium + hydrogen carbonate,carbamate,ammonium,CH2NO2,61.016378345700005,H4N,18.0343741336,-42.982,-CH2-O2
"castasterone + 3'-phosphoadenylyl-sulfate  ->  adenosine 3',5'-bisphosphate + castasterone 22-O-sulfate + H+",castasterone,"adenosine 3',5'-bisphosphate",C28H48O5,464.3501746513,C10H11N5O10P2,427.0294147485,-37.3208,-C18-H37N5O5P2
castasterone + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  26-hydroxycastasterone + oxidized [NADPH-hemoprotein reductase] + H2O,castasterone,26-hydroxycastasterone,C28H48O5,464.3501746513,C28H48O6,480.3450892734,15.9949,O
castasterone + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  brassinolide + oxidized [NADPH-hemoprotein reductase] + H2O,castasterone,brassinolide,C28H48O5,464.3501746513,C28H48O6,480.3450892734,15.9949,O
castasterone + UDP-alpha-D-glucose  ->  castasterone-23-O-glucoside + UDP + H+,castasterone,castasterone-23-O-glucoside,C28H48O5,464.3501746513,C34H58O10,626.4029980828,162.0528,C6H10O5
cathasterone + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  teasterone + oxidized [NADPH-hemoprotein reductase] + H2O,cathasterone,teasterone,C28H48O3,432.3603454071,C28H48O4,448.3552600292,15.9949,O
CDP + ATP  ->  CTP + ADP,CDP,CTP,C9H12N3O11P2,403.0181813602,C9H12N3O14P3,482.9845117686,79.9663,O3P
CDP + H2O  ->  CMP + phosphate + H+,CDP,CMP,C9H12N3O11P2,403.0181813602,C9H12N3O8P,323.05185095179996,-79.9663,-O3-P
"CDP-1-18:1(9Z)-2-16:0-glycerol + sn-glycerol 3-phosphate  ->  CMP + phosphatidylglycerolphosphate (1-oleoyl, 2-palmitoyl) + H+",CDP-1-18:1(9Z)-2-16:0-glycerol,CMP,C46H81N3O15P2,979.5299420314,C9H12N3O8P,323.05185095179996,-656.4781,-C37-H69-O7-P
cephaeline + S-adenosyl-L-methionine  ->  emetine + S-adenosyl-L-homocysteine + H+,cephaeline,emetine,C28H40N2O4,466.2831577186,C29H42N2O4,480.2988077828,14.0157,CH2
cerotoyl-CoA + NADP+  <-  trans-cerot-2-enoyl-CoA + NADPH + H+,trans-cerot-2-enoyl-CoA,cerotoyl-CoA,C47H80N7O17P3S,1143.4857245285,C47H82N7O17P3S,1145.5013745927,2.0157,H2
chavicol + S-adenosyl-L-methionine  ->  methylchavicol + S-adenosyl-L-homocysteine + H+,chavicol,methylchavicol,C9H10O,134.0731649431,C10H12O,148.08881500729998,14.0157,CH2
chelerythrine + NAD(P)H  ->  dihydrochelerythrine + NAD(P)+,chelerythrine,dihydrochelerythrine,C21H18NO4,349.1314081035,C21H19NO4,349.1314081035,0.0,H
chloride + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + methyl chloride,chloride,S-adenosyl-L-homocysteine,Cl,35.9766777421,C14H20N6O5S,384.1215884737,348.1449,C14-ClH20N6O5S
chlorogenate + coenzyme A  <-->  (E)-caffeoyl-CoA + L-quinate,chlorogenate,(E)-caffeoyl-CoA,C16H17O9,354.0950821767,C30H38N7O19P3S,929.1469024245,575.0518,C14H21N7O10P3S
chlorophyll a + H2O  ->  chlorophyllide a + phytol + H+,chlorophyll a,chlorophyllide a,C55H71N4O5Mg,892.5353133425001,C35H32N4O5Mg,614.2379621227001,-278.2974,-C20-H39
chlorophyllide a + geranylgeranyl diphosphate + H+  ->  geranylgeranyl chlorophyll a + diphosphate,chlorophyllide a,geranylgeranyl chlorophyll a,C35H32N4O5Mg,614.2379621227001,C55H65N4O5Mg,886.4883631499001,272.2504,C20H33
chlorophyllide a + NADP+  <-  protochlorophyllide a + hnu + NADPH + H+,protochlorophyllide a,chlorophyllide a,C35H30N4O5Mg,612.2223120584999,C35H32N4O5Mg,614.2379621227001,2.0157,H2
chlorophyllide a + NADPH + dioxygen + H+  ->  71-hydroxychlorophyllide a + NADP+ + H2O,chlorophyllide a,71-hydroxychlorophyllide a,C35H32N4O5Mg,614.2379621227001,C35H32N4O6Mg,630.2328767448,15.9949,O
chlorophyllide a + phytyl diphosphate + H+  <-->  chlorophyll a + diphosphate,chlorophyllide a,chlorophyll a,C35H32N4O5Mg,614.2379621227001,C55H71N4O5Mg,892.5353133425001,278.2974,C20H39
chlorophyllide b + geranylgeranyl diphosphate + 2 H+  ->  geranylgeranyl chlorophyll b + diphosphate,chlorophyllide b,geranylgeranyl chlorophyll b,C35H30N4O6Mg,628.2172266806001,C55H64N4O6Mg,900.4676277077999,272.2504,C20H34
chlorophyllide b + phytyl diphosphate + 2 H+  ->  chlorophyll b + diphosphate,chlorophyllide b,chlorophyll b,C35H30N4O6Mg,628.2172266806001,C55H70N4O6Mg,906.5145779004,278.2974,C20H40
cholesterol + 2 reduced  adrenodoxin + dioxygen + 2 H+  ->  (22R)-22-hydroxycholesterol + 2 oxidized adrenodoxin + H2O,cholesterol,(22R)-22-hydroxycholesterol,C27H46O,386.3548660987,C27H46O2,402.3497807208,15.9949,O
cholesterol + 6 reduced  adrenodoxin + 3 dioxygen + 6 H+  ->  pregnenolone + 4-methylpentanal + 6 oxidized adrenodoxin + 4 H2O,cholesterol,pregnenolone,C27H46O,386.3548660987,C21H32O2,316.2402302714,-70.1146,-C6-H14O
cholesterol + NADP+  <-  7-dehydrocholesterol + NADPH + H+,7-dehydrocholesterol,cholesterol,C27H44O,384.3392160345,C27H46O,386.3548660987,2.0157,H2
cholesterol + NADP+  <-  desmosterol + NADPH + H+,desmosterol,cholesterol,C27H44O,384.3392160345,C27H46O,386.3548660987,2.0157,H2
choline + 2 reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  betaine aldehyde hydrate + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O,choline,betaine aldehyde hydrate,C5H14NO,105.1153641088,C5H14NO2,121.1102787309,15.9949,O
choline + an oxidized electron carrier  <-->  betaine aldehyde + a reduced two electron carrier,choline,betaine aldehyde,C5H14NO,105.1153641088,C5H12NO,103.0997140446,-2.0157,-H2
choline + ATP  ->  phosphocholine + ADP + H+,choline,phosphocholine,C5H14NO,105.1153641088,C5H13NO4P,185.0816945172,79.9663,-HO3P
chorismate + ammonia + H+  ->  (2S)-2-amino-4-deoxy-chorismate + H2O,chorismate,(2S)-2-amino-4-deoxy-chorismate,C10H8O6,226.04773805359997,C10H10NO5,225.0637224688,-0.984,H2N-O
