Reaction Object ID,Reaction-List,Reactants of reaction,Reactants-Object ID,Reactants-Chemical Formula,Reactants-Monoisotopic-Molecular-Weight,Products of reaction,Products-Object ID,Products-Chemical Formula,Products-Monoisotopic-Molecular-Weight
RXN-15291,luteolin monoglucuronide &beta;-glucuronidase,luteolin 7-O-&beta;-D-glucuronide // H<sub>2</sub>O,LUTEOLIN-7-O-BETA-D-GLUCURONIDE // WATER,C21H17O12 // H2O,462.079826043d0 // 18.0105646863d0,luteolin // &beta;-D-glucuronate // H<SUP>+</SUP>,5734-TETRAHYDROXYFLAVONE // CPD-12521 // PROTON,C15H9O6 // C6H9O7 // H,286.04773805359997d0 // 194.0426526757d0 // 1.0078250321d0
2.4.1.190-RXN,luteolin 7-O-beta-D-glucuronide + UDP-alpha-D-glucuronate  ->  luteolin 7-O-beta-D-diglucuronide + UDP + H+,luteolin 7-O-&beta;-D-glucuronide // UDP-&alpha;-D-glucuronate,LUTEOLIN-7-O-BETA-D-GLUCURONIDE // UDP-GLUCURONATE,C21H17O12 // C15H19N2O18P2,462.079826043d0 // 580.0342849344d0,H<SUP>+</SUP> // luteolin 7-<i>O</i>-&beta;-D-diglucuronide // UDP,PROTON // LUTEOLIN-7-O-BETA-D-DIGLUCURONIDE // UDP,H // C27H24O18 // C9H11N2O12P2,1.0078250321d0 // 638.1119140324d0 // 404.002196945d0
RXN-15289,luteolin triglucoronide &beta;-glucuronidase,"luteolin 7-<i>O</i>-[&beta;-D-glucosyluronate-(1,2)-&beta;-D-glucosiduronate]-4'-<i>O</i>-&beta;-D-glucosiduronate // H<sub>2</sub>O",LUTEOLIN-7-O-BETA-D-GLUCURONOSYL-1-2 // WATER,C33H31O24 // H2O,814.1440020218d0 // 18.0105646863d0,luteolin 7-<i>O</i>-&beta;-D-diglucuronide // &beta;-D-glucuronate,LUTEOLIN-7-O-BETA-D-DIGLUCURONIDE // CPD-12521,C27H24O18 // C6H9O7,638.1119140324d0 // 194.0426526757d0
RXN-19157,"lycopaoctaene + 2 a reduced two electron carrier  ->  (2E6E,10E,14E,18E,22E)-lycopahexaene + 2 an oxidized electron carrier",lycopaoctaene // a reduced two electron carrier,CPD-20653 // Donor-H2,C40H66 // ,546.5164521186d0,"(2<i>E</i>6<i>E</i>,10<i>E</i>,14<i>E</i>,18<i>E</i>,22<i>E</i>)-lycopahexaene // an oxidized electron carrier",CPD-20661 // Acceptor,C40H70 // ,550.547752247d0
RXN-5282,magnesium-protoporphyrin IX 13-monomethyl ester + NADPH + H+ + dioxygen  ->  131-hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester + NADP+ + H2O,magnesium-protoporphyrin IX 13-monomethyl ester // NADPH // H<SUP>+</SUP> // dioxygen,MG-PROTOPORPHYRIN-MONOMETHYL-ESTER // NADPH // PROTON // OXYGEN-MOLECULE,C35H33N4O4Mg // C21H26N7O17P3 // H // O2,598.2430475006001d0 // 745.0911021051d0 // 1.0078250321d0 // 31.9898292442d0,13<SUP>1</SUP>-hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester // NADP<sup>+</sup> // H<sub>2</sub>O,13-HYDROXY-MAGNESIUM-PROTOPORP // NADP // WATER,C35H33N4O5Mg // C21H25N7O17P3 // H2O,614.2379621227001d0 // 745.0911021051d0 // 18.0105646863d0
RXN-12360,malonate + acyl-carrier protein + ATP  ->  malonyl-[acp] + AMP + diphosphate,malonate // a soluble [acyl-carrier protein] // ATP,MALONATE // ACP // ATP,C3H2O4 //  // C10H12N5O13P3,104.0109586168d0 // 506.99574515689994d0,a malonyl-[acp] // AMP // diphosphate,MALONYL-ACP // AMP // PPI, // C10H12N5O7P // HO7P2,347.0630843401d0 // 177.9432255031d0
RXN-12359,malonate + coenzyme A + ATP  ->  malonyl-CoA + AMP + diphosphate,malonate // coenzyme A // ATP,MALONATE // CO-A // ATP,C3H2O4 // C21H32N7O16P3S // C10H12N5O13P3,104.0109586168d0 // 767.1152083656d0 // 506.99574515689994d0,malonyl-CoA // AMP // diphosphate,MALONYL-COA // AMP // PPI,C24H33N7O19P3S // C10H12N5O7P // HO7P2,853.1156022961001d0 // 347.0630843401d0 // 177.9432255031d0
RXN-9127,malonyl-CoA  ->  methylphoracetophenone,malonyl-CoA,MALONYL-COA,C24H33N7O19P3S,853.1156022961001d0,methylphoracetophenone,CPD-9638,C9H9O4,182.0579088094d0
RXN-20960,"malonyl-CoA + 3beta,14beta,21-trihydroxy-5beta-pregnane-20-one  ->  3beta,14beta-dihydroxy-5beta-pregnane-20-one-21-O-malonylhemiester + coenzyme A","malonyl-CoA // 3&beta;,14&beta;,21-trihydroxy-5&beta;-pregnane-20-one",MALONYL-COA // CPD-22588,C24H33N7O19P3S // C21H34O4,853.1156022961001d0 // 350.2457095798d0,"3&beta;,14&beta;-dihydroxy-5&beta;-pregnane-20-one-21-<i>O</i>-malonylhemiester // coenzyme A",CPD-22598 // CO-A,C24H35O7 // C21H32N7O16P3S,436.2461035103d0 // 767.1152083656d0
RXN-13441,"malonyl-CoA + alpha-linolenoyl-CoA + H+  ->  (11Z,14Z,17Z)-3-oxoicosatrienoyl-CoA + coenzyme A + CO2",malonyl-CoA // &alpha;-linolenoyl-CoA // H<SUP>+</SUP>,MALONYL-COA // LINOLENOYL-COA // PROTON,C24H33N7O19P3S // C39H60N7O17P3S // H,853.1156022961001d0 // 1027.3292238865d0 // 1.0078250321d0,"(11Z,14Z,17Z)-3-oxoicosatrienoyl-CoA // coenzyme A // CO<SUB>2</SUB>",CPD-14422 // CO-A // CARBON-DIOXIDE,C41H62N7O18P3S // C21H32N7O16P3S // CO2,1069.3397885728002d0 // 767.1152083656d0 // 43.989829244199996d0
RXN-12777,3-oxo-dihomo &gamma; linolenoyl-[acp] synthase,malonyl-CoA // &gamma;-linolenoyl-CoA // H<SUP>+</SUP>,MALONYL-COA // GAMMA-LINOLENOYL-COA // PROTON,C24H33N7O19P3S // C39H60N7O17P3S // H,853.1156022961001d0 // 1027.3292238865d0 // 1.0078250321d0,3-oxodihomo &gamma;-linolenoyl-CoA // coenzyme A // CO<SUB>2</SUB>,CPD-14404 // CO-A // CARBON-DIOXIDE,C41H62N7O18P3S // C21H32N7O16P3S // CO2,1069.3397885728002d0 // 767.1152083656d0 // 43.989829244199996d0
MALONYL-COA-DECARBOXYLASE-RXN,malonyl-CoA + H+  ->  CO2 + acetyl-CoA,H<SUP>+</SUP> // malonyl-CoA,PROTON // MALONYL-COA,H // C24H33N7O19P3S,1.0078250321d0 // 853.1156022961001d0,CO<SUB>2</SUB> // acetyl-CoA,CARBON-DIOXIDE // ACETYL-COA,CO2 // C23H34N7O17P3S,43.989829244199996d0 // 809.1257730519d0
RXN-16094,"malonyl-CoA + linoleoyl-CoA + H+  ->  (11Z,14Z)-3-oxoicosadienoyl-CoA + CO2 + coenzyme A",malonyl-CoA // linoleoyl-CoA // H<SUP>+</SUP>,MALONYL-COA // CPD-18 // PROTON,C24H33N7O19P3S // C39H62N7O17P3S // H,853.1156022961001d0 // 1029.3448739507d0 // 1.0078250321d0,"(11Z,14Z)-3-oxoicosadienoyl-CoA // CO<SUB>2</SUB> // coenzyme A",CPD-17346 // CARBON-DIOXIDE // CO-A,C41H64N7O18P3S // CO2 // C21H32N7O16P3S,1071.3554386370001d0 // 43.989829244199996d0 // 767.1152083656d0
RXN-16019,"malonyl-CoA + stearidonoyl-CoA + H+  ->  (8Z,11Z,14Z,17Z)-3-oxoicosatetraenoyl-CoA + coenzyme A + CO2",malonyl-CoA // stearidonoyl-CoA // H<SUP>+</SUP>,MALONYL-COA // CPD-14392 // PROTON,C24H33N7O19P3S // C39H58N7O17P3S // H,853.1156022961001d0 // 1025.3135738223d0 // 1.0078250321d0,"(8Z,11Z,14Z,17Z)-3-oxoicosatetraenoyl-CoA // coenzyme A // CO<SUB>2</SUB>",CPD-17262 // CO-A // CARBON-DIOXIDE,C41H60N7O18P3S // C21H32N7O16P3S // CO2,1067.3241385086d0 // 767.1152083656d0 // 43.989829244199996d0
RXN-3588,malonyldaidzin + H2O  ->  malonate + daidzin + H+,malonyldaidzin // H<sub>2</sub>O,CPD-3425 // WATER,C24H21O12 // H2O,502.1111261714d0 // 18.0105646863d0,H<SUP>+</SUP> // malonate // daidzin,PROTON // MALONATE // CPD-3424,H // C3H2O4 // C21H20O9,1.0078250321d0 // 104.0109586168d0 // 416.1107322409d0
RXN-3592,malonylgenistin + H2O  ->  malonate + genistin + H+,malonylgenistin // H<sub>2</sub>O,CPD-3422 // WATER,C24H21O13 // H2O,518.1060407935d0 // 18.0105646863d0,H<SUP>+</SUP> // malonate // genistin,PROTON // MALONATE // CPD-3421,H // C3H2O4 // C21H20O10,1.0078250321d0 // 104.0109586168d0 // 432.10564686299995d0
RXN-15910,maltose + H2O  ->  2 D-glucopyranose,maltose // H<sub>2</sub>O,MALTOSE // WATER,C12H22O11 // H2O,342.11621154930003d0 // 18.0105646863d0,D-glucopyranose,Glucopyranose,C6H12O6,180.0633881178d0
RXN-15386,16&beta;-hydroxy-&beta;-amyrin epoxidase,maniladiol // a reduced [NADPH-hemoprotein reductase] // dioxygen,CPD-16621 // Red-NADPH-Hemoprotein-Reductases // OXYGEN-MOLECULE,C30H50O2 //  // O2,442.3810808492d0 // 31.9898292442d0,"12,13&beta;-epoxy-16&beta;-hydroxy-&beta;-amyrin // an oxidized [NADPH-hemoprotein reductase] // H<sub>2</sub>O",CPD-16622 // Ox-NADPH-Hemoprotein-Reductases // WATER,C30H50O3 //  // H2O,458.3759954713d0 // 18.0105646863d0
RXN-19693,marneral + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  23-hydroxymarneral + oxidized [NADPH-hemoprotein reductase] + H2O,marneral // dioxygen // a reduced [NADPH-hemoprotein reductase],CPD-10285 // OXYGEN-MOLECULE // Red-NADPH-Hemoprotein-Reductases,C30H50O // O2 // ,426.3861662271d0 // 31.9898292442d0,23-hydroxymarneral // an oxidized [NADPH-hemoprotein reductase] // H<sub>2</sub>O,CPD-21325 // Ox-NADPH-Hemoprotein-Reductases // WATER,C30H50O2 //  // H2O,442.3810808492d0 // 18.0105646863d0
ALPHAGALACTOSID-RXN,melibiose + H2O  ->  D-galactopyranose + D-glucopyranose,H<sub>2</sub>O // melibiose,WATER // MELIBIOSE,H2O // C12H22O11,18.0105646863d0 // 342.11621154930003d0,D-galactopyranose // D-glucopyranose,D-galactopyranose // Glucopyranose,C6H12O6 // C6H12O6,180.0633881178d0
RXN-9575,mesifurane  <-->  mesifurane (enol form),mesifurane,CPD-10213,C7H10O3,142.0629941873d0,mesifurane (enol form),CPD-10214,C7H10O3,142.0629941873d0
DIAMINOPIMDECARB-RXN,meso-diaminopimelate + H+  ->  CO2 + L-lysine,H<SUP>+</SUP> // <i>meso</i>-diaminopimelate,PROTON // MESO-DIAMINOPIMELATE,H // C7H14N2O4,1.0078250321d0 // 190.0953569482d0,CO<SUB>2</SUB> // L-lysine,CARBON-DIOXIDE // LYS,CO2 // C6H15N2O2,43.989829244199996d0 // 146.105527704d0
RXN-16176,methiin  ->  methanesulfenate + 2-aminoprop-2-enoate,methiin,CPD-9277,C4H9NO3S,151.0303138504d0,methanesulfenate // 2-aminoprop-2-enoate,CPD-17426 // 2-AMINOACRYLATE,CH4OS // C3H5NO2,63.9982854405d0 // 87.0320284099d0
RXN-11621,"methyl (2E,6E)-farnesoate + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  juvenile hormone III + oxidized [NADPH-hemoprotein reductase] + H2O","methyl (<i>2E,6E</i>)-farnesoate // dioxygen // a reduced [NADPH-hemoprotein reductase]",CPD-12586 // OXYGEN-MOLECULE // Red-NADPH-Hemoprotein-Reductases,C16H26O2 // O2 // ,250.1932800788d0 // 31.9898292442d0,juvenile hormone III // an oxidized [NADPH-hemoprotein reductase] // H<sub>2</sub>O,CPD-8838 // Ox-NADPH-Hemoprotein-Reductases // WATER,C16H26O3 //  // H2O,266.1881947009d0 // 18.0105646863d0
RXN0A-10711,methyl (indol-3-yl)acetate + H2O  ->  (indol-3-yl)acetate + methanol,methyl (indol-3-yl)acetate // H<sub>2</sub>O,CPD-10546 // WATER,C11H11NO2 // H2O,189.0789786025d0 // 18.0105646863d0,(indol-3-yl)acetate // methanol,INDOLE_ACETATE_AUXIN // METOH,C10H8NO2 // CH4O,175.0633285383d0 // 32.026214750499996d0
RXN-10711,methyl (indol-3-yl)acetate + H2O  ->  (indol-3-yl)acetate + methanol + H+,methyl (indol-3-yl)acetate // H<sub>2</sub>O,CPD-10546 // WATER,C11H11NO2 // H2O,189.0789786025d0 // 18.0105646863d0,H<SUP>+</SUP> // (indol-3-yl)acetate // methanol,PROTON // INDOLE_ACETATE_AUXIN // METOH,H // C10H8NO2 // CH4O,1.0078250321d0 // 175.0633285383d0 // 32.026214750499996d0
RXN-16193,methylacrylyl-CoA + glutathione + H2O  ->  2-(glutathion-S-yl)-2-carboxypropane + coenzyme A + H+,glutathione // methylacrylyl-CoA // H<sub>2</sub>O,GLUTATHIONE // METHACRYLYL-COA // WATER,C10H16N3O6S // C25H36N7O17P3S // H2O,307.0838059839d0 // 835.1414231161d0 // 18.0105646863d0,2-(glutathion-<i>S</i>-yl)-2-carboxypropane // coenzyme A // H<SUP>+</SUP>,CPD-17439 // CO-A // PROTON,C14H21N3O8S // C21H32N7O16P3S // H,393.12058542069997d0 // 767.1152083656d0 // 1.0078250321d0
RXN0-2921,methylene-tetrahydropteroyl-[gamma-Glu](n) + L-glutamate + ATP  ->  methylene-tetrahydropteroyl-[gamma-Glu](n+1) + ADP + phosphate,"a 5,10-methylenetetrahydrofolate // L-glutamate // ATP",METHYLENE-THF-GLU-N // GLT // ATP, // C5H8NO4 // C10H12N5O13P3,147.0531577825d0 // 506.99574515689994d0,"a 5,10-methylenetetrahydrofolate // phosphate // ADP",METHYLENE-THF-GLU-N // Pi // ADP, // HO4P // C10H12N5O10P2,97.9768950947d0 // 427.0294147485d0
NONMEVIPP-PWY,methylerythritol phosphate pathway I,,,,"In SUBSEQ, `end' (3) is beyond the end of the sequence (0).",,,,"In SUBSEQ, `end' (3) is beyond the end of the sequence (0)."
PWY-6064,methylquercetin biosynthesis,,,,"In SUBSEQ, `end' (3) is beyond the end of the sequence (0).",,,,"In SUBSEQ, `end' (3) is beyond the end of the sequence (0)."
RXNQT-4366,methylsalicylate + H2O  ->  salicylate + methanol + H+,methylsalicylate // H<sub>2</sub>O,CPD-6442 // WATER,C8H8O3 // H2O,152.0473441231d0 // 18.0105646863d0,H<SUP>+</SUP> // salicylate // methanol,PROTON // CPD-110 // METOH,H // C7H5O3 // CH4O,1.0078250321d0 // 138.0316940589d0 // 32.026214750499996d0
PWY18C3-22,methylsalicylate biosynthesis,,,,"In SUBSEQ, `end' (3) is beyond the end of the sequence (0).",,,,"In SUBSEQ, `end' (3) is beyond the end of the sequence (0)."
RXN18C3-58,methylsalicyl-xylopyranosyl-glucopyranoside glucosyltransferase,methylsalicylate <i>O</i>-&beta;-<i>D</i>-xylopyranosyl-(1->6)-<i>O</i>-&beta;-<i>D</i>-glucopyranoside // UDP-&alpha;-D-glucose,CPD-19215 // CPD-12575,C19H26O12 // C15H22N2O17P2,446.14242629980004d0 // 566.0550203765d0,methylsalicylate 2-<i>O</i>-&beta;-<i>D</i>-glucopyranosyl-(1 -> 2)-[<i>O</i>-&beta;-<i>D</i>-xylopyranosyl-(1 -> 6)]-<i>O</i>-&beta;-<i>D</i>-glucopyranoside // UDP // H<SUP>+</SUP>,CPD-19197 // UDP // PROTON,C25H36O17 // C9H11N2O12P2 // H,608.1952497313d0 // 404.002196945d0 // 1.0078250321d0
PWY-922,mevalonate pathway I (eukaryotes and bacteria),,,,"In SUBSEQ, `end' (3) is beyond the end of the sequence (0).",,,,"In SUBSEQ, `end' (3) is beyond the end of the sequence (0)."
RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN,Mg-protoporphyrin IX + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + magnesium-protoporphyrin IX 13-monomethyl ester,<i>S</i>-adenosyl-L-methionine // Mg-protoporphyrin IX,S-ADENOSYLMETHIONINE // MG-PROTOPORPHYRIN,C15H23N6O5S // C34H30N4O4Mg,400.1528886021d0 // 584.2273974364d0,<i>S</i>-adenosyl-L-homocysteine // magnesium-protoporphyrin IX 13-monomethyl ester,ADENOSYL-HOMO-CYS // MG-PROTOPORPHYRIN-MONOMETHYL-ESTER,C14H20N6O5S // C35H33N4O4Mg,384.1215884737d0 // 598.2430475006001d0
RXN-16785,"miltiradiene + an oxidized electron carrier  ->  abieta-8,11,13-triene + a reduced two electron carrier",miltiradiene // an oxidized electron carrier,CPD-14312 // Acceptor,C20H32 // ,272.2504010272d0,"abieta-8,11,13-triene // a reduced two electron carrier",CPD-8721 // Donor-H2,C20H30 // ,270.234750963d0
RXN-15391,monodeglucosyl des-acyl avenacin A + UDP-alpha-D-glucose  ->  des-acyl avenacin A + UDP + H+,monodeglucosyl des-acyl avenacin A // UDP-&alpha;-D-glucose,CPD-16625 // CPD-12575,C41H66O15 // C15H22N2O17P2,798.4401714501d0 // 566.0550203765d0,des-acyl avenacin A // UDP // H<SUP>+</SUP>,CPD-16623 // UDP // PROTON,C47H76O20 // C9H11N2O12P2 // H,960.4929948816d0 // 404.002196945d0 // 1.0078250321d0
RXN-8139,monodemalonylsalvianin + malonyl-CoA  ->  salvianin + coenzyme A,monodemalonylsalvianin // malonyl-CoA,CPD-7141 // MALONYL-COA,C39H37O21 // C24H33N7O19P3S,843.198383316d0 // 853.1156022961001d0,salvianin // coenzyme A,CPD-7142 // CO-A,C42H38O24 // C21H32N7O16P3S,929.1987772465d0 // 767.1152083656d0
MORPHINE-6-DEHYDROGENASE-RXN,morphine + NAD(P)+  <-->  morphinone + NAD(P)H + H+,NAD(P)<sup>+</sup> // morphine,NAD-P-OR-NOP // MORPHINE, // C17H20NO3,285.1364934814d0,NAD(P)H // morphinone // H<SUP>+</SUP>,NADH-P-OR-NOP // MORPHINONE // PROTON, // C17H18NO3 // H,283.12084341720004d0 // 1.0078250321d0
RXN-7982,mugineate + 2-oxoglutarate + dioxygen  ->  3-epihydroxymugineate + succinate + CO2,mugineate // 2-oxoglutarate // dioxygen,CPD-7231 // 2-KETOGLUTARATE // OXYGEN-MOLECULE,C12H18N2O8 // C5H4O5 // O2,320.1219656292d0 // 146.0215233031d0 // 31.9898292442d0,3-epihydroxymugineate // succinate // CO<SUB>2</SUB>,CPD-7289 // SUC // CARBON-DIOXIDE,C12H18N2O9 // C4H4O4 // CO2,336.1168802513d0 // 118.026608681d0 // 43.989829244199996d0
2.3.1.72-RXN,myo-inositol + 1-O-(indol-3-ylacetyl)-beta-D-glucose  ->  1D-1-O-(indol-3-yl)acetyl-myo-inositol + D-glucopyranose,<I>myo</I>-inositol // 1-<i>O</i>-(indol-3-ylacetyl)-&beta;-D-glucose,MYO-INOSITOL // CPD-1102,C6H12O6 // C16H19NO7,180.0633881178d0 // 337.1161519698d0,1D-1-O-(indol-3-yl)acetyl-myo-inositol // D-glucopyranose,CPD-165 // Glucopyranose,C16H19NO7 // C6H12O6,337.1161519698d0 // 180.0633881178d0
MYO-INOSITOL-1-KINASE-RXN,myo-inositol + ATP  ->  1D-myo-inositol 3-monophosphate + ADP + H+,<I>myo</I>-inositol // ATP,MYO-INOSITOL // ATP,C6H12O6 // C10H12N5O13P3,180.0633881178d0 // 506.99574515689994d0,H<SUP>+</SUP> // 1D-<i>myo</i>-inositol 3-monophosphate // ADP,PROTON // 1-L-MYO-INOSITOL-1-P // ADP,H // C6H11O9P // C10H12N5O10P2,1.0078250321d0 // 260.0297185262d0 // 427.0294147485d0
MYO-INOSITOL-OXYGENASE-RXN,myo-inositol + dioxygen  ->  aldehydo-D-glucuronate + H+ + H2O,dioxygen // <I>myo</I>-inositol,OXYGEN-MOLECULE // MYO-INOSITOL,O2 // C6H12O6,31.9898292442d0 // 180.0633881178d0,<i>aldehydo</i>-D-glucuronate // H<SUP>+</SUP> // H<sub>2</sub>O,CPD-15530 // PROTON // WATER,C6H9O7 // H // H2O,194.0426526757d0 // 1.0078250321d0 // 18.0105646863d0
2.1.1.129-RXN,myo-inositol + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + D-ononitol + H+,<i>S</i>-adenosyl-L-methionine // <I>myo</I>-inositol,S-ADENOSYLMETHIONINE // MYO-INOSITOL,C15H23N6O5S // C6H12O6,400.1528886021d0 // 180.0633881178d0,H<SUP>+</SUP> // <i>S</i>-adenosyl-L-homocysteine // D-ononitol,PROTON // ADENOSYL-HOMO-CYS // 4-METHYL-MYO-INOSITOL,H // C14H20N6O5S // C7H14O6,1.0078250321d0 // 384.1215884737d0 // 194.079038182d0
RXN-12209,myo-inositol + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + sequoyitol + H+,<i>S</i>-adenosyl-L-methionine // <I>myo</I>-inositol,S-ADENOSYLMETHIONINE // MYO-INOSITOL,C15H23N6O5S // C6H12O6,400.1528886021d0 // 180.0633881178d0,H<SUP>+</SUP> // <i>S</i>-adenosyl-L-homocysteine // sequoyitol,PROTON // ADENOSYL-HOMO-CYS // 5-O-METHYL-MYO-INOSITOL,H // C14H20N6O5S // C7H14O6,1.0078250321d0 // 384.1215884737d0 // 194.079038182d0
RXN-13912,myricetin + S-adenosyl-L-methionine  ->  3-O-methylmyricetin + S-adenosyl-L-homocysteine,<i>S</i>-adenosyl-L-methionine // myricetin,S-ADENOSYLMETHIONINE // MYRICETIN,C15H23N6O5S // C15H9O8,400.1528886021d0 // 318.03756729779997d0,3-<i>O</i>-methylmyricetin // <i>S</i>-adenosyl-L-homocysteine,CPD-14930 // ADENOSYL-HOMO-CYS,C16H12O8 // C14H20N6O5S,332.053217362d0 // 384.1215884737d0
RXN-13910,myricetin + S-adenosyl-L-methionine  ->  7-O-methylmyricetin + S-adenosyl-L-homocysteine,<i>S</i>-adenosyl-L-methionine // myricetin,S-ADENOSYLMETHIONINE // MYRICETIN,C15H23N6O5S // C15H9O8,400.1528886021d0 // 318.03756729779997d0,7-<i>O</i>-methylmyricetin // <i>S</i>-adenosyl-L-homocysteine,CPD-14933 // ADENOSYL-HOMO-CYS,C16H12O8 // C14H20N6O5S,332.053217362d0 // 384.1215884737d0
RXN-8451,myricetin + S-adenosyl-L-methionine  ->  laricitrin + S-adenosyl-L-homocysteine + H+,<i>S</i>-adenosyl-L-methionine // myricetin,S-ADENOSYLMETHIONINE // MYRICETIN,C15H23N6O5S // C15H9O8,400.1528886021d0 // 318.03756729779997d0,H<SUP>+</SUP> // laricitrin // <i>S</i>-adenosyl-L-homocysteine,PROTON // CPD-8605 // ADENOSYL-HOMO-CYS,H // C16H11O8 // C14H20N6O5S,1.0078250321d0 // 332.053217362d0 // 384.1215884737d0
RXN-13822,myricetin + UDP-alpha-D-glucose  ->  myricetin 3-O-beta-D-glucoside + UDP,myricetin // UDP-&alpha;-D-glucose,MYRICETIN // CPD-12575,C15H9O8 // C15H22N2O17P2,318.03756729779997d0 // 566.0550203765d0,myricetin 3-<i>O</i>-&beta;-D-glucoside // UDP,CPD-14843 // UDP,C21H20O13 // C9H11N2O12P2,480.0903907293d0 // 404.002196945d0
RXN-9539,3-oxo-palmitoyl-[acyl-carrier protein] synthase,a myristoyl-[acp] // a malonyl-[acp] // H<SUP>+</SUP>,Myristoyl-ACPs // MALONYL-ACP // PROTON, //  // H,1.0078250321d0,a 3-oxohexadecanoyl-[acp] // CO<SUB>2</SUB> // a soluble [acyl-carrier protein],3-oxo-palmitoyl-ACPs // CARBON-DIOXIDE // ACP, // CO2 // ,43.989829244199996d0
RXN-9662,<i>trans</i> tetradec-2-enoyl-[acp] reductase,a (2<i>E</i>)-tetradec-2-enoyl-[acp] // NADH // H<SUP>+</SUP>,Tetradec-2-enoyl-ACPs // NADH // PROTON, // C21H27N7O14P2 // H,665.1247716966999d0 // 1.0078250321d0,a myristoyl-[acp] // NAD<sup>+</sup>,Myristoyl-ACPs // NAD, // C21H26N7O14P2,665.1247716966999d0
RXN-14374,"n (1,6)-alpha-D-glucosyl-(1,4)-alpha-glucan moderately branched  ->  n amylopectin","a (1,6)-&alpha;-D-glucosyl-(1,4)-&alpha;-glucan",Alpha-6-alpha-14-glucans,,,amylopectin,CPD-7043,,
RXN-14380,"n a (1,6)-alpha-D-glucosyl-(1,4)-alpha-glucan highly branched + n H2O  ->  n a maltooligosaccharide + n (1,6)-alpha-D-glucosyl-(1,4)-alpha-glucan moderately branched","a (1,6)-&alpha;-D-glucosyl-(1,4)-&alpha;-glucan // H<sub>2</sub>O",Alpha-6-alpha-14-glucans // WATER, // H2O,18.0105646863d0,"a maltooligosaccharide // a (1,6)-&alpha;-D-glucosyl-(1,4)-&alpha;-glucan",Malto-Oligosaccharides // Alpha-6-alpha-14-glucans, // ,
RXN-14372,n alpha-amylose  ->  n amylopectin,&alpha;-amylose,Alpha-Amyloses,,,amylopectin,CPD-7043,,
RXN-14373,n amylopectin + alpha-amylose  ->  n starch,amylopectin // &alpha;-amylose,CPD-7043 // Alpha-Amyloses, // ,,starch,Starch,,
RXN-12626,chitotriose &beta;-<i>N</i>-acetylglucosaminidase,"<i>N,N',N''</i>-triacetylchitotriose // H<sub>2</sub>O",CPD-13227 // WATER,C24H41N3O16 // H2O,627.2486822853d0 // 18.0105646863d0,"<i>N</i>,<i>N'</i>-diacetylchitobiose // <i>N</i>-acetyl-D-glucosamine",CHITOBIOSE // N-acetyl-D-glucosamine,C16H28N2O11 // C8H15NO6,424.1693097523d0 // 221.0899372193d0
RXN-12625,"<i>N,N'</i>-diacetylchitobiose &beta;-<i>N</i>-acetylglucosaminidase","<i>N</i>,<i>N'</i>-diacetylchitobiose // H<sub>2</sub>O",CHITOBIOSE // WATER,C16H28N2O11 // H2O,424.1693097523d0 // 18.0105646863d0,<i>N</i>-acetyl-D-glucosamine,N-acetyl-D-glucosamine,C8H15NO6,221.0899372193d0
RXN-9639,"<i>N,N</i>-dihydroxy-L-isoleucine carboxy-lyase","H<SUP>+</SUP> // <i>N,N</i>-dihydroxy-L-isoleucine",PROTON // CPD-10272,H // C6H12NO4,1.0078250321d0 // 163.0844579109d0,"(1<i>E</i>,2<i>S</i>)-2-methylbutanal oxime // CO<SUB>2</SUB> // H<sub>2</sub>O",CPD-10273 // CARBON-DIOXIDE // WATER,C5H11NO // CO2 // H2O,101.0840639804d0 // 43.989829244199996d0 // 18.0105646863d0
RXN-12068,"<i>N,N</i>-dihydroxy-L-phenylalanine carboxy-lyase","H<SUP>+</SUP> // <i>N,N</i>-dihydroxy-L-phenylalanine",PROTON // CPD-13030,H // C9H10NO4,1.0078250321d0 // 197.0688078467d0,(<i>E</i>)-phenylacetaldehyde oxime // CO<SUB>2</SUB> // H<sub>2</sub>O,CPD-13031 // CARBON-DIOXIDE // WATER,C8H9NO // CO2 // H2O,135.0684139162d0 // 43.989829244199996d0 // 18.0105646863d0
RXN-7749,"<i>N</i>,<i>N</i>-dihydroxy-L-tyrosine carboxy-lyase","H<SUP>+</SUP> // <i>N</i>,<i>N</i>-dihydroxy-L-tyrosine",PROTON // CPD-7070,H // C9H10NO5,1.0078250321d0 // 213.0637224688d0,(<i>E</i>)-(4-hydroxyphenyl)acetaldehyde oxime // CO<SUB>2</SUB> // H<sub>2</sub>O,CPD-2205 // CARBON-DIOXIDE // WATER,C8H9NO2 // CO2 // H2O,151.0633285383d0 // 43.989829244199996d0 // 18.0105646863d0
