kegg1,kegg2,smiles1,smiles2,mass1,mass2,formula1,formula2,Δm/z,mzDiff,REACTION ID,ENZYME ID,COMMENT,PATHWAY
C00047,C02427,C(CCN)C[C@@H](C(=O)O)N,C(CCNC(=O)N)C[C@@H](C(=O)O)N,146.1055,189.1113,C6H14N2O2,C7H15N3O3,-43.0058,43.0058 ,R01396,2.1.3.8,0,0
C03112,C06568,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CCC[C@H](C(=O)O)N)C(=O)O)CO,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CCC[C@H](C(=O)O)N)C(=O)O)COC(=O)N,373.0944,416.1002,C14H19N3O7S,C15H20N4O8S,-43.0058,43.0058 ,R05230,2.1.3.7,0,rn00311: Penicillin and cephalosporin biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C05080,C12476,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)O)O,612.2319,569.2261,C31H36N2O11,C30H35NO10,43.0058,43.0058 ,R06772,2.1.3.12,0,rn00401: Novobiocin biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C03415,C18048,C(C[C@@H](C(=O)O)NC(=O)CCC(=O)O)CN,C(C[C@@H](C(=O)O)NC(=O)CCC(=O)O)CNC(=O)N,232.1059,275.1117,C9H16N2O5,C10H17N3O6,-43.0058,43.0058 ,R08937,2.1.3.11,0,0
C20139,C20140,C[C@@H]1[C@@H]2C[C@]([C@@H](/C=C/C=C(/CC3=CC(=C(C(=C3)OC)Cl)N(C(=O)C[C@@H]([C@]4([C@H]1O4)C)OC(=O)C(C)C)[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)\C)OC)(NC(=O)O2)O,C[C@@H]1[C@@H]2C[C@]([C@@H](/C=C/C=C(/CC3=CC(=C(C(=C3)OC)Cl)N(C(=O)C[C@@H]([C@]4([C@H]1O4)C)OC(=O)C(C)C)[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)OC(=O)N)O)O)\C)OC)(NC(=O)O2)O,782.3029,825.3087,C37H51ClN2O14,C38H52ClN3O15,-43.0058,43.0058 ,R09858,2.1.3.-,0,rn01051: Biosynthesis of ansamycins///rn01110: Biosynthesis of secondary metabolites
C16601,C16604,C1=CC=C2C(=C1)C=CC3=C(N2C(=O)N)C=CC(=C3)O,C1=CC=C2C(=C1)C=CC3=C(N2)C=CC(=C3)O,252.0899,209.0841,C15H12N2O2,C14H11NO,43.0058,43.0058 ,R08318,1.14.14.-,CYP3A4///incomplete reaction,rn00982: Drug metabolism - cytochrome P450
C00437,C15532,CC(=O)N[C@@H](CCCN)C(=O)O,CC(=O)N[C@@H](CCCNC(=O)N)C(=O)O,174.1004,217.1063,C7H14N2O3,C8H15N3O4,-43.0059,43.0058 ,R07245,2.1.3.9,0,rn00220: Arginine biosynthesis///rn01100: Metabolic pathways///rn01230: Biosynthesis of amino acids
C00219,C11695,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCO,304.2402,347.2824,C20H32O2,C22H37NO2,-43.0422,43.0422 ,R09536,3.5.1.99,0,0
C00093,C01233,C([C@H](COP(=O)(O)O)O)O,C(COP(=O)(O)OC[C@@H](CO)O)N,172.0137,215.0559,C3H9O6P,C5H14NO6P,-43.0422,43.0422 ,R01470,3.1.4.2///3.1.4.46,0,rn00564: Glycerophospholipid metabolism
C00025,C00666,C(CC(=O)O)[C@@H](C(=O)O)N,C(C[C@@H](C(=O)O)N)C[C@@H](C(=O)O)N,147.0532,190.0954,C5H9NO4,C7H14N2O4,-43.0422,43.0422 ,R07613,2.6.1.83,0,rn00300: Lysine biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01230: Biosynthesis of amino acids
C06018,C11907,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O)NC(=O)C,C[C@@H]1C(=O)[C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O,589.1074,546.0652,C18H29N3O15P2,C16H24N2O15P2,43.0422,43.0422 ,R02772,2.6.1.33,multi-step reaction (R02773 and an unknown N-acetyltransferase),0
C00135,C05575,C1=C(NC=N1)C[C@@H](C(=O)O)N,C[N+](C)(C)[C@@H](CC1=CN=CN1)C(=O)O,155.0695,198.1243,C6H9N3O2,C9H16N3O2,-43.0548,43.0548 ,R01169,2.1.1.44,three-step reaction (see R10523+R10524+R04436),rn00340: Histidine metabolism///rn01100: Metabolic pathways
C00019,C02915,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,C[N+]12CCC3=CC4=C(C=C3[C@@H]1CC5=C(C2)C(=C(C=C5)OC)OC)OCO4,398.1372,354.1705,C15H22N6O5S,C21H24NO4,43.9667,43.9667 ,R08789,2.1.1.122,0,rn00950: Isoquinoline alkaloid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C07113,C07114,CC(=O)C1=CC=CC=C1,C1=CC=C(C=C1)C(=O)CC(=O)O,120.0575,164.0473,C8H8O,C9H8O3,-43.9898,43.9898 ,R05453,6.4.1.8,0,rn00642: Ethylbenzene degradation///rn01120: Microbial metabolism in diverse environments///rn01220: Degradation of aromatic compounds
C01291,C01920,CC(=CCC/C(=C\C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)/CC(=O)O)C,CC(=CCC/C(=C\C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)/C)C,961.2095,917.2197,C32H50N7O19P3S,C31H50N7O17P3S,43.9898,43.9898 ,R03494,6.4.1.5,0,"rn00907: Pinene, camphor and geraniol degradation///rn01120: Microbial metabolism in diverse environments"
C03069,C03231,CC(=CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)C,C/C(=C\C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)/CC(=O)O,849.1571,893.1469,C26H42N7O17P3S,C27H42N7O19P3S,-43.9898,43.9898 ,R04138,6.4.1.4,0,"rn00280: Valine, leucine and isoleucine degradation///rn01100: Metabolic pathways"
C05809,C05810,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC1=C(C=CC(=C1)C(=O)O)O)/C)/C)/C)/C)/C)/C)/C)C,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC1=CC=CC=C1O)/C)/C)/C)/C)/C)/C)/C)C,682.5325,638.5427,C47H70O3,C46H70O,43.9898,43.9898 ,R04986,4.1.1.98,0,0
C02350,C12248,[C@H]1(C(=O)NC(=O)N1)NC(=O)N,C1(=NC(=O)NC1(C(=O)O)O)NC(=O)N,158.044,202.0338,C4H6N4O3,C5H6N4O5,-43.9898,43.9898 ,R06604,4.1.1.97,0,rn00230: Purine metabolism///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments
C00315,C18172,C(CCNCCCN)CN,C(CCNCCC(C(=O)O)N)CN,145.1579,189.1477,C7H19N3,C8H19N3O2,-43.9898,43.9898 ,R09081,4.1.1.96,0,rn00330: Arginine and proline metabolism///rn01100: Metabolic pathways
C03291,C14899,C([C@@H]([C@H](C(=O)CO)O)O)OP(=O)(O)O,C([C@@H]([C@H](C(=O)[C@@H](C(=O)O)O)O)O)OP(=O)(O)O,230.0192,274.009,C5H11O8P,C6H11O10P,-43.9898,43.9898 ,R07125,4.1.1.85,0,rn00040: Pentose and glucuronate interconversions///rn00053: Ascorbate and aldarate metabolism///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments
C05578,C15566,C1=CNC2=CC(=C(C=C21)O)O,C1[C@@H](NC2=CC(=O)C(=O)C=C21)C(=O)O,149.0477,193.0375,C8H7NO2,C9H7NO4,-43.9898,43.9898 ,R07313,4.1.1.84,0,0
C00642,C01468,C1=CC(=CC=C1CC(=O)O)O,CC1=CC=C(C=C1)O,152.0473,108.0575,C8H8O3,C7H8O,43.9898,43.9898 ,R07312,4.1.1.83,0,0
C00596,C03453,C=C/C=C(\C(=O)O)/O,C(/C=C\C(=O)O)C(=O)C(=O)O,114.0317,158.0215,C5H6O3,C6H6O5,-43.9898,43.9898 ,R02602,4.1.1.77,0,rn00362: Benzoate degradation///rn00621: Dioxin degradation///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments///rn01220: Degradation of aromatic compounds
C02647,C03771,C(CC=O)CN=C(N)N,C(CC(=O)C(=O)O)CN=C(N)N,129.0902,173.08,C5H11N3O,C6H11N3O3,-43.9898,43.9898 ,R03178,4.1.1.75,0,rn00330: Arginine and proline metabolism///rn01100: Metabolic pathways
C00258,C00898,C([C@H](C(=O)O)O)O,[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,106.0266,150.0164,C3H6O4,C4H6O6,-43.9898,43.9898 ,R01751,4.1.1.73,0,0
C00633,C03590,C1=CC(=CC=C1C=O)O,C1=CC(=CC=C1C(=O)C(=O)O)O,122.0368,166.0266,C7H6O2,C8H6O4,-43.9898,43.9898 ,R02672,4.1.1.7,0,rn00627: Aminobenzoate degradation///rn01120: Microbial metabolism in diverse environments
C00230,C03223,C1=CC(=C(C=C1C(=O)O)O)O,C1=CC(=C(C(=C1C(=O)O)C(=O)O)O)O,154.0266,198.0164,C7H6O4,C8H6O6,-43.9898,43.9898 ,R01634,4.1.1.69,0,rn00624: Polycyclic aromatic hydrocarbon degradation///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments
C03063,C04052,C(CC(=O)O)/C=C\C(=O)C(=O)O,C(C(/C=C\C(=O)C(=O)O)C(=O)O)C(=O)O,172.0372,216.027,C7H8O5,C8H8O7,-43.9898,43.9898 ,R04133,4.1.1.68,0,0
C00617,C00935,C1=CN(C(=O)NC1=O)C2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)C(=O)O)O)O)O)O)O,C1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H](C(O2)N3C=CC(=O)NC3=O)O)O)O)O)O,580.0343,536.0445,C15H22N2O18P2,C14H22N2O16P2,43.9898,43.9898 ,R02636,4.1.1.67,0,rn00520: Amino sugar and nucleotide sugar metabolism///rn01100: Metabolic pathways
C00106,C03030,C1=CNC(=O)NC1=O,C1=C(C(=O)NC(=O)N1)C(=O)O,112.0273,156.0171,C4H4N2O2,C5H4N2O4,-43.9898,43.9898 ,R00973,4.1.1.66,0,0
C00090,C00230,C1=CC=C(C(=C1)O)O,C1=CC(=C(C=C1C(=O)O)O)O,110.0368,154.0266,C6H6O2,C7H6O4,-43.9898,43.9898 ,R00822,4.1.1.63,0,rn00362: Benzoate degradation
C00530,C00628,C1=CC(=CC=C1O)O,C1=CC(=C(C=C1O)C(=O)O)O,110.0368,154.0266,C6H6O2,C7H6O4,-43.9898,43.9898 ,R02489,4.1.1.62,0,rn00350: Tyrosine metabolism///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments
C00417,C00490,C(/C(=C/C(=O)O)/C(=O)O)C(=O)O,C=C(CC(=O)O)C(=O)O,174.0164,130.0266,C6H6O6,C5H6O4,43.9898,43.9898 ,R02243,4.1.1.6,0,rn00660: C5-Branched dibasic acid metabolism///rn01100: Metabolic pathways
C01108,C01424,C1=CC(=C(C(=C1)O)O)O,C1=C(C=C(C(=C1O)O)O)C(=O)O,126.0317,170.0215,C6H6O3,C7H6O5,-43.9898,43.9898 ,R03247,4.1.1.59,0,rn00627: Aminobenzoate degradation///rn01120: Microbial metabolism in diverse environments
C00073,C03354,CSCC[C@@H](C(=O)O)N,CSCCCN,149.051,105.0612,C5H11NO2S,C4H11NS,43.9898,43.9898 ,R00656,4.1.1.57,0,0
C01875,C02367,CCCCCCCCCC(=O)C,CCCCCCCCCC(=O)CC(=O)O,170.1671,214.1569,C11H22O,C12H22O3,-43.9898,43.9898 ,R03747,4.1.1.56,0,0
C00587,C06680,C1=CC(=CC(=C1)O)C(=O)O,C1=CC(=C(C=C1O)C(=O)O)C(=O)O,138.0317,182.0215,C7H6O3,C8H6O5,-43.9898,43.9898 ,R05375,4.1.1.55,0,rn00624: Polycyclic aromatic hydrocarbon degradation///rn01120: Microbial metabolism in diverse environments
C00975,C01146,C(=C(/C(=O)O)\O)(\C(=O)O)/O,C(=O)C(C(=O)O)O,148.0008,104.011,C4H4O6,C3H4O4,43.9898,43.9898 ,R03127,4.1.1.54,0,rn00630: Glyoxylate and dicarboxylate metabolism///rn01100: Metabolic pathways
C01467,C02657,CC1=CC(=CC=C1)O,CC1=C(C(=CC=C1)O)C(=O)O,108.0575,152.0473,C7H8O,C8H8O3,-43.9898,43.9898 ,R03567,4.1.1.52,0,0
C01270,C04604,CC1=C(C=C(C=N1)C(=O)O)O,CC1=NC=C(C(=C1O)C(=O)O)C(=O)O,153.0426,197.0324,C7H7NO3,C8H7NO5,-43.9898,43.9898 ,R03461,4.1.1.51,0,rn00750: Vitamin B6 metabolism///rn01120: Microbial metabolism in diverse environments
C00090,C00196,C1=CC=C(C(=C1)O)O,C1=CC(=C(C(=C1)O)O)C(=O)O,110.0368,154.0266,C6H6O2,C7H6O4,-43.9898,43.9898 ,R00821,4.1.1.46,0,rn00362: Benzoate degradation///rn00627: Aminobenzoate degradation///rn01120: Microbial metabolism in diverse environments
C03824,C04409,C(=C\C=O)\C=C(/C(=O)O)\N,C(=C\C(=C(/C(=O)O)\N)\C(=O)O)\C=O,141.0426,185.0324,C6H7NO3,C7H7NO5,-43.9898,43.9898 ,R04323,4.1.1.45,0,rn00380: Tryptophan metabolism///rn01100: Metabolic pathways
C01278,C03586,C1=CC(OC1=O)(CC(=O)O)C(=O)O,C1C=C(OC1=O)CC(=O)O,186.0164,142.0266,C7H6O6,C6H6O4,43.9898,43.9898 ,R03470,4.1.1.44,0,rn00362: Benzoate degradation///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments///rn01220: Degradation of aromatic compounds
C00331,C00637,C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O,C1=CC=C2C(=C1)C(=CN2)CC=O,203.0582,159.0684,C11H9NO3,C10H9NO,43.9898,43.9898 ,R01974,4.1.1.43///4.1.1.74,0,rn00380: Tryptophan metabolism///rn01100: Metabolic pathways
C00166,C00601,C1=CC=C(C=C1)CC(=O)C(=O)O,C1=CC=C(C=C1)CC=O,164.0473,120.0575,C9H8O3,C8H8O,43.9898,43.9898 ,R01377,4.1.1.43///4.1.1.-,0,rn00360: Phenylalanine metabolism///rn01100: Metabolic pathways
C00487,C02224,C[N+](C)(C)CC(CC(=O)O)O,CC(C[N+](C)(C)C)O,162.113,118.1232,C7H16NO3,C6H16NO,43.9898,43.9898 ,R02398,4.1.1.42,0,0
C01134,C04352,CC(C)(COP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O,CC(C)(COP(=O)(O)O)[C@H](C(=O)NCCC(=O)N[C@@H](CS)C(=O)O)O,358.0964,402.0862,C11H23N2O7PS,C12H23N2O9PS,-43.9898,43.9898 ,R03269,4.1.1.36,0,rn00770: Pantothenate and CoA biosynthesis///rn01100: Metabolic pathways///rn01240: Biosynthesis of cofactors
C00167,C00190,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)O)O,C1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H](C(O2)N3C=CC(=O)NC3=O)O)O)O)O)O,580.0343,536.0445,C15H22N2O18P2,C14H22N2O16P2,43.9898,43.9898 ,R01384,4.1.1.35,0,rn00520: Amino sugar and nucleotide sugar metabolism///rn01100: Metabolic pathways///rn01250: Biosynthesis of nucleotide sugars
C05638,C05651,C1=CC(=C(C=C1O)C(=O)CCN)N,C1=CC(=C(C=C1O)C(=O)C[C@@H](C(=O)O)N)N,180.0899,224.0797,C9H12N2O2,C10H12N2O4,-43.9898,43.9898 ,R04909,4.1.1.28,0,rn00380: Tryptophan metabolism///rn01100: Metabolic pathways
C00355,C03758,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,C1=CC(=C(C=C1CCN)O)O,197.0688,153.079,C9H11NO4,C8H11NO2,43.9898,43.9898 ,R02080,4.1.1.25///4.1.1.28,0,rn00350: Tyrosine metabolism///rn00950: Isoquinoline alkaloid biosynthesis///rn00965: Betalain biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C00105,C01103,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,C1=C(N(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)C(=O)O,324.0359,368.0257,C9H13N2O9P,C10H13N2O11P,-43.9898,43.9898 ,R00965,4.1.1.23,0,rn00240: Pyrimidine metabolism///rn01100: Metabolic pathways///rn01240: Biosynthesis of cofactors
C00047,C01672,C(CCN)C[C@@H](C(=O)O)N,C(CCN)CCN,146.1055,102.1157,C6H14N2O2,C5H14N2,43.9898,43.9898 ,R00462,4.1.1.18,0,"rn00310: Lysine degradation///rn00960: Tropane, piperidine and pyridine alkaloid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01120: Microbial metabolism in diverse environments"
C00245,C00506,C(CS(=O)(=O)O)N,C([C@@H](C(=O)O)N)S(=O)(=O)O,125.0147,169.0045,C2H7NO3S,C3H7NO5S,-43.9898,43.9898 ,R01682,4.1.1.15///4.1.1.29///4.1.1.122,0,rn00430: Taurine and hypotaurine metabolism///rn01100: Metabolic pathways
C00109,C06030,CCC(=O)C(=O)O,C[C@@H](C(=O)C(=O)O)C(=O)O,102.0317,146.0215,C4H6O3,C5H6O5,-43.9898,43.9898 ,R00995,4.1.1.112,0,rn00660: C5-Branched dibasic acid metabolism
C00811,C05627,C1=CC(=CC=C1/C=C/C(=O)O)O,C=CC1=CC=C(C=C1)O,164.0473,120.0575,C9H8O3,C8H8O,43.9898,43.9898 ,R02952,4.1.1.102,0,rn00940: Phenylpropanoid biosynthesis///rn01110: Biosynthesis of secondary metabolites
C00805,C14097,C1=CC=C(C(=C1)C(=O)O)O,C1=CC(=C(C(=C1)C(=O)O)O)C(=O)O,138.0317,182.0215,C7H6O3,C8H6O5,-43.9898,43.9898 ,R06925,4.1.1.-,2-hydroxyisophthalate decarboxylase,rn00626: Naphthalene degradation///rn01120: Microbial metabolism in diverse environments
C18063,C18064,CCC1=C2C=C3C(=C4C(=O)[C@@H](C(=C5[C@H]([C@@H](C(=N5)C=C6C(=C(C(=CC(=C1C)N2)N6)C=C)C)C)CCC(=O)O)C4=N3)C(=O)O)C,CCC1=C2C=C3C(=C4C(=O)CC(=C5[C@H]([C@@H](C(=N5)C=C6C(=C(C(=CC(=C1C)N2)N6)C=C)C)C)CCC(=O)O)C4=N3)C,578.2529,534.2631,C34H34N4O5,C33H34N4O3,43.9898,43.9898 ,R08976,3.1.1.82,spontaneous conversion///following after R08975,0
C06368,C17946,C(C(=O)C(=O)O)[P+](=O)O,C(C(=O)C(=O)O)P(=O)(C(=O)O)O,151.9875,195.9773,C3H5O5P,C4H5O7P,-43.9898,43.9898 ,R08869,2.7.8.23,"the second step of two-step reaction (see R05165, R08868+R08869)///following after R08868",0
C00026,C06002,C(CC(=O)O)C(=O)C(=O)O,C[C@@H](C=O)C(=O)O,146.0215,102.0317,C5H6O5,C4H6O3,43.9898,43.9898 ,R04188,2.6.1.22,0,"rn00280: Valine, leucine and isoleucine degradation///rn01100: Metabolic pathways"
C00322,C05533,C(CC(=O)C(=O)O)CC(=O)O,C(CC(=O)O)C(C(=O)C(=O)O)C(=O)O,160.0372,204.027,C6H8O5,C7H8O7,-43.9898,43.9898 ,R01936,1.1.1.87///1.1.1.286,second step of R01934 (R04862 + R01936)///following after R04862,rn01210: 2-Oxocarboxylic acid metabolism
C00233,C04236,CC(C)CC(=O)C(=O)O,CC(C)[C@@H](C(=O)C(=O)O)C(=O)O,130.063,174.0528,C6H10O3,C7H10O5,-43.9898,43.9898 ,R01652,1.1.1.85,spontaneous (following EC 1.1.1.85 or R04426 reaction),"rn00290: Valine, leucine and isoleucine biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01210: 2-Oxocarboxylic acid metabolism"
C07335,C11638,C(C(=O)[C@@H](C(=O)O)N)OP(=O)(O)O,C(C(=O)COP(=O)(O)O)N,213.0038,169.014,C4H8NO7P,C3H8NO5P,43.9898,43.9898 ,R07406,1.1.1.262,"spontaneous///second step of two-step reaction (see R05837, R05681+R07406)",rn00750: Vitamin B6 metabolism///rn01100: Metabolic pathways///rn01240: Biosynthesis of cofactors
C03373,C15667,C1=C(N(C=N1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N,C1=C(N(C=N1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)NC(=O)O,295.0569,339.0468,C8H14N3O7P,C9H14N3O9P,-43.9899,43.9898 ,R07404,6.3.4.18,0,rn00230: Purine metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C00463,C19837,C1=CC=C2C(=C1)C=CN2,C1=CC=C2C(=C1)C(=CN2)C(=O)O,117.0578,161.0477,C8H7N,C9H7NO2,-43.9899,43.9898 ,R09488,4.1.1.92,0,0
C00100,C02557,CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(C(=O)O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,823.1414,867.1313,C24H40N7O17P3S,C25H40N7O19P3S,-43.9899,43.9898 ,R05373,4.1.1.9,"Malonyl-CoA decarboxylase (EryM, Saccharopolyspora erythraea)",0
C02798,C03167,C(C(=O)C(=O)O)P(=O)(O)O,C(C=O)P(=O)(O)O,167.9824,123.9925,C3H5O6P,C2H5O4P,43.9899,43.9898 ,R04053,4.1.1.82,0,rn00440: Phosphonate and phosphinate metabolism///rn00998: Biosynthesis of various antibiotics///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01120: Microbial metabolism in diverse environments
C04122,C12147,C[C@H](CN)OP(=O)(O)O,C[C@H]([C@@H](C(=O)O)N)OP(=O)(O)O,155.0347,199.0246,C3H10NO4P,C4H10NO6P,-43.9899,43.9898 ,R06530,4.1.1.81,0,rn00860: Porphyrin metabolism///rn01100: Metabolic pathways
C01179,C03765,C1=CC(=CC=C1CC(=O)C(=O)O)O,C1=CC(=CC=C1CC=O)O,180.0423,136.0524,C9H8O4,C8H8O2,43.9899,43.9898 ,R03341,4.1.1.80,0,rn00350: Tyrosine metabolism///rn00950: Isoquinoline alkaloid biosynthesis///rn01110: Biosynthesis of secondary metabolites
C00593,C05528,C(C=O)S(=O)(=O)O,C(C(=O)C(=O)O)S(=O)(=O)O,123.983,167.9729,C2H4O4S,C3H4O6S,-43.9899,43.9898 ,R05774,4.1.1.79,Requires thiamine diphosphate,rn00680: Methane metabolism///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments///rn01240: Biosynthesis of cofactors
C00727,C01839,CC1=CC(=CC(=C1)O)O,CC1=CC(=CC(=C1C(=O)O)O)O,124.0524,168.0423,C7H8O2,C8H8O4,-43.9899,43.9898 ,R02831,4.1.1.58,0,0
C00312,C00618,C1[C@@H]([C@H](C(O1)(CO)O)O)O,C([C@@H]([C@H](C(=O)[C@@H](C(=O)O)O)O)O)O,150.0528,194.0427,C5H10O5,C6H10O7,-43.9899,43.9898 ,R01905,4.1.1.34,0,rn00040: Pentose and glucuronate interconversions///rn01100: Metabolic pathways
C00831,C04079,CC(C)(CO)[C@H](C(=O)NCCC(=O)NCCS)O,CC(C)(CO)[C@H](C(=O)NCCC(=O)N[C@@H](CS)C(=O)O)O,278.13,322.1199,C11H22N2O4S,C12H22N2O6S,-43.9899,43.9898 ,R02972,4.1.1.30,0,rn00770: Pantothenate and CoA biosynthesis
C00079,C05332,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,C1=CC=C(C=C1)CCN,165.079,121.0891,C9H11NO2,C8H11N,43.9899,43.9898 ,R00699,4.1.1.28///4.1.1.53,0,rn00360: Phenylalanine metabolism///rn01100: Metabolic pathways
C00078,C00398,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,C1=CC=C2C(=C1)C(=CN2)CCN,204.0899,160.1,C11H12N2O2,C10H12N2,43.9899,43.9898 ,R00685,4.1.1.28///4.1.1.105,0,rn00380: Tryptophan metabolism///rn00901: Indole alkaloid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C00135,C00388,C1=C(NC=N1)C[C@@H](C(=O)O)N,C1=C(NC=N1)CCN,155.0695,111.0796,C6H9N3O2,C5H9N3,43.9899,43.9898 ,R01167,4.1.1.22,0,rn00340: Histidine metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C03373,C04751,C1=C(N(C=N1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)O,295.0569,339.0468,C8H14N3O7P,C9H14N3O9P,-43.9899,43.9898 ,R04209,4.1.1.21,0,rn00230: Purine metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
